from_date,title,count
1997-08-14,Senior Staff,8
1997-08-15,Technique Leader,2
1997-08-15,Engineer,49
1997-08-15,Senior Engineer,17
1997-08-15,Senior Staff,18
1997-08-15,Assistant Engineer,2
1997-08-15,Staff,47
1997-08-16,Engineer,56
1997-08-16,Senior Engineer,12
1997-08-16,Senior Staff,6
1997-08-16,Assistant Engineer,4
1997-08-16,Staff,59
1997-08-16,Technique Leader,6
1997-08-17,Senior Staff,8
1997-08-17,Staff,43
1997-08-17,Technique Leader,3
1997-08-17,Engineer,33
1997-08-17,Senior Engineer,17
1997-08-17,Assistant Engineer,2
1997-08-18,Assistant Engineer,2
1997-08-18,Senior Staff,4
1997-08-18,Staff,33
1997-08-18,Senior Engineer,15
1997-08-18,Technique Leader,6
1997-08-18,Engineer,34
1997-08-19,Assistant Engineer,6
1997-08-19,Senior Engineer,11
1997-08-19,Technique Leader,4
1997-08-19,Staff,30
1997-08-19,Engineer,30
1997-08-19,Senior Staff,10
1997-08-20,Staff,42
1997-08-20,Technique Leader,7
1997-08-20,Engineer,36
1997-08-20,Senior Engineer,15
1997-08-20,Senior Staff,8
1997-08-20,Assistant Engineer,4
1997-08-21,Engineer,43
1997-08-21,Assistant Engineer,15
1997-08-21,Senior Engineer,21
1997-08-21,Staff,20
1997-08-21,Technique Leader,2
1997-08-21,Senior Staff,9
1997-08-22,Engineer,34
1997-08-22,Technique Leader,2
1997-08-22,Senior Engineer,12
1997-08-22,Assistant Engineer,4
1997-08-22,Senior Staff,9
1997-08-22,Staff,44
1997-08-23,Engineer,37
1997-08-23,Assistant Engineer,8
1997-08-23,Technique Leader,2
1997-08-23,Staff,37
1997-08-23,Senior Engineer,10
1997-08-23,Senior Staff,9
1997-08-24,Staff,46
1997-08-24,Senior Staff,4
1997-08-24,Senior Engineer,16
1997-08-24,Technique Leader,8
1997-08-24,Engineer,56
1997-08-25,Engineer,34
1997-08-25,Staff,35
1997-08-25,Assistant Engineer,2
1997-08-25,Senior Engineer,16
1997-08-25,Technique Leader,4
1997-08-25,Senior Staff,8
1997-08-26,Staff,27
1997-08-26,Senior Engineer,8
1997-08-26,Technique Leader,10
1997-08-26,Engineer,38
1997-08-26,Senior Staff,6
1997-08-26,Assistant Engineer,6
1997-08-27,Assistant Engineer,2
1997-08-27,Staff,38
1997-08-27,Senior Engineer,17
1997-08-27,Technique Leader,6
1997-08-27,Senior Staff,15
1997-08-27,Engineer,46
1997-08-28,Engineer,48
1997-08-28,Assistant Engineer,3
1997-08-28,Senior Engineer,8
1997-08-28,Senior Staff,4
1997-08-28,Technique Leader,8
1997-08-28,Staff,38
1997-08-29,Staff,29
1997-08-29,Technique Leader,4
1997-08-29,Assistant Engineer,4
1997-08-29,Engineer,36
1997-08-29,Senior Staff,14
1997-08-29,Senior Engineer,24
1997-08-30,Engineer,45
1997-08-30,Assistant Engineer,4
1997-08-30,Staff,38
1997-08-30,Technique Leader,6
1997-08-30,Senior Engineer,9
1997-08-30,Senior Staff,14
1997-08-31,Technique Leader,4
1997-08-31,Engineer,40
1997-08-31,Assistant Engineer,3
1997-08-31,Senior Engineer,8
1997-08-31,Senior Staff,5
1997-08-31,Staff,41
1997-09-01,Technique Leader,13
1997-09-01,Staff,37
1997-09-01,Engineer,43
1997-09-01,Senior Staff,2
1997-09-01,Assistant Engineer,6
1997-09-01,Senior Engineer,14
1997-09-02,Senior Staff,10
1997-09-02,Senior Engineer,13
1997-09-02,Staff,32
1997-09-02,Technique Leader,10
1997-09-02,Assistant Engineer,4
1997-09-02,Engineer,46
1997-09-03,Assistant Engineer,9
1997-09-03,Staff,54
1997-09-03,Senior Engineer,8
1997-09-03,Engineer,30
1997-09-03,Senior Staff,10
1997-09-03,Technique Leader,10
1997-09-04,Technique Leader,4
1997-09-04,Staff,58
1997-09-04,Engineer,36
1997-09-04,Senior Engineer,22
1997-09-04,Assistant Engineer,14
1997-09-04,Senior Staff,6
1997-09-05,Technique Leader,10
1997-09-05,Engineer,30
1997-09-05,Assistant Engineer,4
1997-09-05,Senior Staff,6
1997-09-05,Senior Engineer,4
1997-09-05,Staff,33
1997-09-06,Senior Engineer,12
1997-09-06,Engineer,51
1997-09-06,Staff,37
1997-09-06,Senior Staff,13
1997-09-06,Technique Leader,6
1997-09-06,Assistant Engineer,4
1997-09-07,Staff,55
1997-09-07,Senior Staff,6
1997-09-07,Senior Engineer,14
1997-09-07,Assistant Engineer,17
1997-09-07,Engineer,56
1997-09-08,Technique Leader,9
1997-09-08,Assistant Engineer,8
1997-09-08,Senior Staff,6
1997-09-08,Engineer,49
1997-09-08,Staff,43
1997-09-08,Senior Engineer,8
1997-09-09,Senior Engineer,8
1997-09-09,Assistant Engineer,10
1997-09-09,Technique Leader,2
1997-09-09,Senior Staff,4
1997-09-09,Engineer,45
1997-09-09,Staff,31
1997-09-10,Assistant Engineer,10
1997-09-10,Staff,29
1997-09-10,Senior Engineer,2
1997-09-10,Senior Staff,8
1997-09-10,Engineer,44
1997-09-10,Technique Leader,6
1997-09-11,Assistant Engineer,6
1997-09-11,Technique Leader,10
1997-09-11,Engineer,32
1997-09-11,Senior Staff,17
1997-09-11,Senior Engineer,14
1997-09-11,Staff,26
1997-09-12,Senior Staff,11
1997-09-12,Assistant Engineer,4
1997-09-12,Staff,52
1997-09-12,Engineer,38
1997-09-12,Senior Engineer,16
1997-09-12,Technique Leader,4
1997-09-13,Technique Leader,4
1997-09-13,Staff,37
1997-09-13,Engineer,50
1997-09-13,Assistant Engineer,8
1997-09-13,Senior Engineer,12
1997-09-13,Senior Staff,8
1997-09-14,Senior Staff,10
1997-09-14,Technique Leader,10
1997-09-14,Assistant Engineer,12
1997-09-14,Staff,27
1997-09-14,Engineer,33
1997-09-14,Senior Engineer,8
1997-09-15,Engineer,33
1997-09-15,Senior Engineer,12
1997-09-15,Senior Staff,9
1997-09-15,Staff,40
1997-09-15,Technique Leader,14
1997-09-15,Assistant Engineer,6
1997-09-16,Staff,45
1997-09-16,Senior Staff,9
1997-09-16,Engineer,43
1997-09-16,Senior Engineer,2
1997-09-16,Technique Leader,2
1997-09-16,Assistant Engineer,6
1997-09-17,Senior Engineer,6
1997-09-17,Staff,49
1997-09-17,Engineer,39
1997-09-17,Assistant Engineer,6
1997-09-17,Senior Staff,10
1997-09-17,Technique Leader,2
1997-09-18,Technique Leader,6
1997-09-18,Senior Staff,12
1997-09-18,Senior Engineer,6
1997-09-18,Assistant Engineer,12
1997-09-18,Engineer,38
1997-09-18,Staff,43
1997-09-19,Senior Staff,8
1997-09-19,Engineer,39
1997-09-19,Technique Leader,8
1997-09-19,Assistant Engineer,8
1997-09-19,Senior Engineer,10
1997-09-19,Staff,47
1997-09-20,Staff,39
1997-09-20,Engineer,42
1997-09-20,Technique Leader,5
1997-09-20,Senior Staff,8
1997-09-20,Assistant Engineer,8
1997-09-20,Senior Engineer,4
1997-09-21,Senior Engineer,8
1997-09-21,Assistant Engineer,6
1997-09-21,Engineer,34
1997-09-21,Technique Leader,2
1997-09-21,Senior Staff,8
1997-09-21,Staff,54
1997-09-22,Engineer,31
1997-09-22,Assistant Engineer,2
1997-09-22,Staff,26
1997-09-22,Senior Engineer,14
1997-09-22,Senior Staff,8
1997-09-22,Technique Leader,5
1997-09-23,Engineer,37
1997-09-23,Staff,49
1997-09-23,Senior Staff,13
1997-09-23,Senior Engineer,16
1997-09-23,Assistant Engineer,2
1997-09-24,Senior Staff,11
1997-09-24,Assistant Engineer,6
1997-09-24,Senior Engineer,16
1997-09-24,Technique Leader,2
1997-09-24,Staff,36
1997-09-24,Engineer,41
1997-09-25,Senior Engineer,14
1997-09-25,Technique Leader,12
1997-09-25,Senior Staff,8
1997-09-25,Engineer,35
1997-09-25,Staff,52
1997-09-25,Assistant Engineer,4
1997-09-26,Assistant Engineer,6
1997-09-26,Senior Engineer,2
1997-09-26,Senior Staff,13
1997-09-26,Staff,39
1997-09-26,Technique Leader,4
1997-09-26,Engineer,61
1997-09-27,Technique Leader,4
1997-09-27,Assistant Engineer,13
1997-09-27,Engineer,36
1997-09-27,Senior Staff,10
1997-09-27,Staff,40
1997-09-27,Senior Engineer,8
1997-09-28,Technique Leader,4
1997-09-28,Senior Engineer,12
1997-09-28,Assistant Engineer,8
1997-09-28,Staff,48
1997-09-28,Engineer,47
1997-09-28,Senior Staff,11
1997-09-29,Senior Staff,4
1997-09-29,Senior Engineer,8
1997-09-29,Engineer,57
1997-09-29,Staff,43
1997-09-29,Assistant Engineer,6
1997-09-30,Staff,42
1997-09-30,Engineer,34
1997-09-30,Senior Staff,7
1997-09-30,Senior Engineer,12
1997-09-30,Assistant Engineer,10
1997-09-30,Technique Leader,4
1997-10-01,Senior Engineer,14
1997-10-01,Senior Staff,6
1997-10-01,Staff,40
1997-10-01,Technique Leader,6
1997-10-01,Assistant Engineer,4
1997-10-01,Engineer,37
1997-10-02,Engineer,35
1997-10-02,Technique Leader,4
1997-10-02,Senior Engineer,7
1997-10-02,Senior Staff,11
1997-10-02,Staff,46
1997-10-02,Assistant Engineer,4
1997-10-03,Engineer,49
1997-10-03,Assistant Engineer,2
1997-10-03,Staff,49
1997-10-03,Senior Staff,9
1997-10-03,Senior Engineer,19
1997-10-04,Assistant Engineer,8
1997-10-04,Senior Staff,16
1997-10-04,Staff,51
1997-10-04,Senior Engineer,4
1997-10-04,Technique Leader,4
1997-10-04,Engineer,40
1997-10-05,Technique Leader,4
1997-10-05,Assistant Engineer,10
1997-10-05,Senior Engineer,6
1997-10-05,Senior Staff,4
1997-10-05,Engineer,31
1997-10-05,Staff,30
1997-10-06,Staff,45
1997-10-06,Senior Engineer,24
1997-10-06,Engineer,36
1997-10-06,Senior Staff,6
1997-10-06,Assistant Engineer,8
1997-10-07,Staff,34
1997-10-07,Engineer,38
1997-10-07,Technique Leader,2
1997-10-07,Senior Staff,6
1997-10-07,Senior Engineer,14
1997-10-07,Assistant Engineer,7
1997-10-08,Engineer,33
1997-10-08,Senior Engineer,14
1997-10-08,Staff,44
1997-10-08,Technique Leader,14
1997-10-08,Senior Staff,13
1997-10-08,Assistant Engineer,8
1997-10-09,Engineer,31
1997-10-09,Senior Engineer,7
1997-10-09,Senior Staff,14
1997-10-09,Assistant Engineer,12
1997-10-09,Technique Leader,4
1997-10-09,Staff,41
1997-10-10,Technique Leader,10
1997-10-10,Assistant Engineer,9
1997-10-10,Staff,48
1997-10-10,Senior Staff,6
1997-10-10,Engineer,48
1997-10-10,Senior Engineer,14
1997-10-11,Senior Engineer,17
1997-10-11,Staff,34
1997-10-11,Assistant Engineer,13
1997-10-11,Technique Leader,4
1997-10-11,Senior Staff,8
1997-10-11,Engineer,58
1997-10-12,Technique Leader,12
1997-10-12,Senior Staff,16
1997-10-12,Senior Engineer,6
1997-10-12,Staff,37
1997-10-12,Assistant Engineer,6
1997-10-12,Engineer,57
1997-10-13,Assistant Engineer,8
1997-10-13,Senior Staff,6
1997-10-13,Technique Leader,11
1997-10-13,Engineer,30
1997-10-13,Staff,28
1997-10-14,Technique Leader,9
1997-10-14,Senior Engineer,12
1997-10-14,Senior Staff,14
1997-10-14,Staff,30
1997-10-14,Engineer,39
1997-10-14,Assistant Engineer,2
1997-10-15,Senior Engineer,12
1997-10-15,Engineer,41
1997-10-15,Assistant Engineer,2
1997-10-15,Technique Leader,6
1997-10-15,Senior Staff,4
1997-10-15,Staff,47
1997-10-16,Senior Engineer,10
1997-10-16,Technique Leader,2
1997-10-16,Engineer,25
1997-10-16,Senior Staff,9
1997-10-16,Assistant Engineer,6
1997-10-16,Staff,38
1997-10-17,Senior Staff,21
1997-10-17,Senior Engineer,9
1997-10-17,Assistant Engineer,12
1997-10-17,Staff,40
1997-10-17,Technique Leader,8
1997-10-17,Engineer,50
1997-10-18,Senior Staff,6
1997-10-18,Engineer,45
1997-10-18,Senior Engineer,20
1997-10-18,Assistant Engineer,6
1997-10-18,Technique Leader,10
1997-10-18,Staff,36
1997-10-19,Technique Leader,11
1997-10-19,Senior Staff,10
1997-10-19,Senior Engineer,26
1997-10-19,Staff,36
1997-10-19,Engineer,37
1997-10-19,Assistant Engineer,8
1997-10-20,Technique Leader,2
1997-10-20,Engineer,34
1997-10-20,Senior Engineer,18
1997-10-20,Assistant Engineer,2
1997-10-20,Staff,36
1997-10-20,Senior Staff,14
1997-10-21,Assistant Engineer,2
1997-10-21,Technique Leader,6
1997-10-21,Staff,49
1997-10-21,Senior Staff,21
1997-10-21,Senior Engineer,10
1997-10-21,Engineer,26
1997-10-22,Assistant Engineer,8
1997-10-22,Engineer,33
1997-10-22,Senior Engineer,10
1997-10-22,Staff,34
1997-10-22,Senior Staff,13
1997-10-22,Technique Leader,2
1997-10-23,Staff,41
1997-10-23,Senior Staff,6
1997-10-23,Engineer,38
1997-10-23,Senior Engineer,14
1997-10-23,Technique Leader,2
1997-10-24,Senior Staff,5
1997-10-24,Staff,35
1997-10-24,Engineer,39
1997-10-24,Senior Engineer,8
1997-10-24,Assistant Engineer,10
1997-10-24,Technique Leader,6
1997-10-25,Assistant Engineer,8
1997-10-25,Technique Leader,8
1997-10-25,Engineer,36
1997-10-25,Staff,39
1997-10-25,Senior Engineer,20
1997-10-25,Senior Staff,12
1997-10-26,Assistant Engineer,8
1997-10-26,Engineer,44
1997-10-26,Senior Engineer,16
1997-10-26,Senior Staff,3
1997-10-26,Technique Leader,4
1997-10-26,Staff,31
1997-10-27,Senior Engineer,6
1997-10-27,Staff,43
1997-10-27,Technique Leader,15
1997-10-27,Senior Staff,4
1997-10-27,Engineer,32
1997-10-27,Assistant Engineer,4
1997-10-28,Engineer,39
1997-10-28,Staff,32
1997-10-28,Senior Engineer,6
1997-10-28,Senior Staff,12
1997-10-28,Technique Leader,7
1997-10-29,Staff,29
1997-10-29,Engineer,57
1997-10-29,Senior Staff,12
1997-10-29,Assistant Engineer,4
1997-10-29,Technique Leader,8
1997-10-29,Senior Engineer,8
1997-10-30,Technique Leader,4
1997-10-30,Engineer,50
1997-10-30,Staff,34
1997-10-30,Assistant Engineer,8
1997-10-30,Senior Engineer,5
1997-10-30,Senior Staff,13
1997-10-31,Technique Leader,2
1997-10-31,Senior Engineer,14
1997-10-31,Assistant Engineer,8
1997-10-31,Senior Staff,22
1997-10-31,Engineer,72
1997-10-31,Staff,19
1997-11-01,Assistant Engineer,2
1997-11-01,Technique Leader,4
1997-11-01,Senior Staff,10
1997-11-01,Senior Engineer,6
1997-11-01,Staff,32
1997-11-01,Engineer,42
1997-11-02,Assistant Engineer,10
1997-11-02,Senior Engineer,6
1997-11-02,Senior Staff,14
1997-11-02,Staff,35
1997-11-02,Engineer,48
1997-11-03,Senior Engineer,8
1997-11-03,Staff,37
1997-11-03,Assistant Engineer,4
1997-11-03,Engineer,47
1997-11-03,Senior Staff,8
1997-11-03,Technique Leader,2
1997-11-04,Senior Staff,6
1997-11-04,Technique Leader,6
1997-11-04,Assistant Engineer,2
1997-11-04,Senior Engineer,10
1997-11-04,Engineer,44
1997-11-04,Staff,43
1997-11-05,Technique Leader,9
1997-11-05,Senior Staff,18
1997-11-05,Assistant Engineer,5
1997-11-05,Staff,46
1997-11-05,Senior Engineer,8
1997-11-05,Engineer,30
1997-11-06,Senior Engineer,12
1997-11-06,Senior Staff,4
1997-11-06,Engineer,45
1997-11-06,Assistant Engineer,2
1997-11-06,Staff,52
1997-11-07,Staff,33
1997-11-07,Senior Engineer,20
1997-11-07,Engineer,35
1997-11-07,Technique Leader,8
1997-11-07,Senior Staff,15
1997-11-07,Assistant Engineer,8
1997-11-08,Senior Engineer,8
1997-11-08,Senior Staff,14
1997-11-08,Staff,44
1997-11-08,Assistant Engineer,2
1997-11-08,Technique Leader,4
1997-11-08,Engineer,28
1997-11-09,Senior Engineer,8
1997-11-09,Senior Staff,23
1997-11-09,Technique Leader,8
1997-11-09,Staff,26
1997-11-09,Assistant Engineer,16
1997-11-09,Engineer,44
1997-11-10,Engineer,54
1997-11-10,Assistant Engineer,2
1997-11-10,Technique Leader,2
1997-11-10,Staff,28
1997-11-10,Senior Staff,14
1997-11-10,Senior Engineer,5
1997-11-11,Engineer,52
1997-11-11,Technique Leader,8
1997-11-11,Staff,38
1997-11-11,Senior Engineer,13
1997-11-11,Assistant Engineer,2
1997-11-11,Senior Staff,12
1997-11-12,Assistant Engineer,4
1997-11-12,Staff,59
1997-11-12,Senior Engineer,13
1997-11-12,Technique Leader,8
1997-11-12,Senior Staff,14
1997-11-12,Engineer,30
1997-11-13,Engineer,36
1997-11-13,Senior Engineer,20
1997-11-13,Technique Leader,10
1997-11-13,Staff,57
1997-11-13,Senior Staff,4
1997-11-13,Assistant Engineer,2
1997-11-14,Staff,41
1997-11-14,Assistant Engineer,6
1997-11-14,Engineer,41
1997-11-14,Technique Leader,4
1997-11-14,Senior Staff,15
1997-11-14,Senior Engineer,10
1997-11-15,Staff,44
1997-11-15,Assistant Engineer,6
1997-11-15,Engineer,45
1997-11-15,Senior Staff,4
1997-11-15,Senior Engineer,23
1997-11-15,Technique Leader,6
1997-11-16,Staff,49
1997-11-16,Assistant Engineer,8
1997-11-16,Engineer,48
1997-11-16,Senior Staff,8
1997-11-16,Technique Leader,6
1997-11-16,Senior Engineer,11
1997-11-17,Technique Leader,2
1997-11-17,Senior Engineer,9
1997-11-17,Assistant Engineer,12
1997-11-17,Senior Staff,6
1997-11-17,Staff,48
1997-11-17,Engineer,30
1997-11-18,Technique Leader,2
1997-11-18,Senior Engineer,9
1997-11-18,Senior Staff,10
1997-11-18,Assistant Engineer,7
1997-11-18,Staff,29
1997-11-18,Engineer,58
1997-11-19,Engineer,31
1997-11-19,Staff,51
1997-11-19,Technique Leader,2
1997-11-19,Senior Engineer,5
1997-11-19,Senior Staff,15
1997-11-19,Assistant Engineer,6
1997-11-20,Senior Staff,9
1997-11-20,Senior Engineer,3
1997-11-20,Staff,29
1997-11-20,Assistant Engineer,10
1997-11-20,Engineer,54
1997-11-20,Technique Leader,7
1997-11-21,Technique Leader,4
1997-11-21,Staff,46
1997-11-21,Senior Engineer,18
1997-11-21,Senior Staff,13
1997-11-21,Assistant Engineer,10
1997-11-21,Engineer,42
1997-11-22,Technique Leader,10
1997-11-22,Assistant Engineer,4
1997-11-22,Staff,41
1997-11-22,Senior Staff,16
1997-11-22,Engineer,39
1997-11-22,Senior Engineer,18
1997-11-23,Assistant Engineer,4
1997-11-23,Senior Staff,8
1997-11-23,Senior Engineer,6
1997-11-23,Staff,51
1997-11-23,Engineer,43
1997-11-23,Technique Leader,4
1997-11-24,Assistant Engineer,7
1997-11-24,Senior Engineer,14
1997-11-24,Senior Staff,6
1997-11-24,Technique Leader,4
1997-11-24,Staff,52
1997-11-24,Engineer,40
1997-11-25,Technique Leader,6
1997-11-25,Senior Engineer,4
1997-11-25,Engineer,40
1997-11-25,Senior Staff,10
1997-11-25,Assistant Engineer,6
1997-11-25,Staff,41
1997-11-26,Staff,51
1997-11-26,Technique Leader,12
1997-11-26,Senior Staff,9
1997-11-26,Assistant Engineer,18
1997-11-26,Engineer,31
1997-11-26,Senior Engineer,22
1997-11-27,Senior Staff,4
1997-11-27,Engineer,39
1997-11-27,Technique Leader,10
1997-11-27,Assistant Engineer,4
1997-11-27,Staff,38
1997-11-27,Senior Engineer,10
1997-11-28,Senior Engineer,8
1997-11-28,Senior Staff,21
1997-11-28,Engineer,47
1997-11-28,Staff,45
1997-11-28,Technique Leader,4
1997-11-28,Assistant Engineer,4
1997-11-29,Senior Engineer,9
1997-11-29,Staff,52
1997-11-29,Senior Staff,8
1997-11-29,Technique Leader,4
1997-11-29,Engineer,28
1997-11-29,Assistant Engineer,10
1997-11-30,Assistant Engineer,10
1997-11-30,Engineer,40
1997-11-30,Senior Staff,8
1997-11-30,Senior Engineer,10
1997-11-30,Staff,26
1997-12-01,Technique Leader,4
1997-12-01,Assistant Engineer,2
1997-12-01,Senior Staff,18
1997-12-01,Senior Engineer,7
1997-12-01,Engineer,50
1997-12-01,Staff,40
1997-12-02,Engineer,47
1997-12-02,Senior Engineer,11
1997-12-02,Staff,52
1997-12-02,Technique Leader,10
1997-12-02,Senior Staff,10
1997-12-03,Technique Leader,10
1997-12-03,Senior Engineer,8
1997-12-03,Senior Staff,9
1997-12-03,Assistant Engineer,4
1997-12-03,Staff,64
1997-12-03,Engineer,39
1997-12-04,Staff,62
1997-12-04,Assistant Engineer,8
1997-12-04,Engineer,42
1997-12-04,Senior Engineer,10
1997-12-04,Senior Staff,12
1997-12-04,Technique Leader,6
1997-12-05,Senior Staff,4
1997-12-05,Technique Leader,6
1997-12-05,Senior Engineer,9
1997-12-05,Staff,30
1997-12-05,Engineer,47
1997-12-06,Staff,47
1997-12-06,Assistant Engineer,10
1997-12-06,Senior Staff,2
1997-12-06,Technique Leader,4
1997-12-06,Engineer,45
1997-12-06,Senior Engineer,10
1997-12-07,Assistant Engineer,8
1997-12-07,Engineer,50
1997-12-07,Senior Staff,9
1997-12-07,Staff,38
1997-12-07,Technique Leader,8
1997-12-07,Senior Engineer,12
1997-12-08,Senior Staff,8
1997-12-08,Engineer,46
1997-12-08,Staff,23
1997-12-08,Assistant Engineer,10
1997-12-08,Senior Engineer,6
1997-12-08,Technique Leader,2
1997-12-09,Senior Staff,12
1997-12-09,Senior Engineer,10
1997-12-09,Assistant Engineer,5
1997-12-09,Engineer,55
1997-12-09,Staff,44
1997-12-10,Staff,42
1997-12-10,Engineer,35
1997-12-10,Assistant Engineer,6
1997-12-10,Senior Engineer,23
1997-12-10,Senior Staff,8
1997-12-10,Technique Leader,6
1997-12-11,Senior Engineer,10
1997-12-11,Technique Leader,4
1997-12-11,Senior Staff,6
1997-12-11,Assistant Engineer,11
1997-12-11,Engineer,29
1997-12-11,Staff,34
1997-12-12,Senior Engineer,11
1997-12-12,Staff,40
1997-12-12,Engineer,45
1997-12-12,Senior Staff,10
1997-12-12,Technique Leader,11
1997-12-12,Assistant Engineer,2
1997-12-13,Engineer,35
1997-12-13,Assistant Engineer,6
1997-12-13,Senior Staff,5
1997-12-13,Staff,48
1997-12-13,Senior Engineer,10
1997-12-14,Senior Staff,15
1997-12-14,Engineer,42
1997-12-14,Technique Leader,4
1997-12-14,Senior Engineer,10
1997-12-14,Staff,36
1997-12-14,Assistant Engineer,6
1997-12-15,Assistant Engineer,10
1997-12-15,Engineer,28
1997-12-15,Senior Staff,10
1997-12-15,Staff,33
1997-12-15,Senior Engineer,14
1997-12-15,Technique Leader,6
1997-12-16,Senior Engineer,4
1997-12-16,Senior Staff,8
1997-12-16,Engineer,40
1997-12-16,Technique Leader,2
1997-12-16,Staff,39
1997-12-16,Assistant Engineer,8
1997-12-17,Engineer,24
1997-12-17,Staff,46
1997-12-17,Senior Staff,13
1997-12-17,Senior Engineer,10
1997-12-17,Technique Leader,2
1997-12-17,Assistant Engineer,13
1997-12-18,Engineer,28
1997-12-18,Senior Staff,8
1997-12-18,Technique Leader,6
1997-12-18,Staff,41
1997-12-18,Assistant Engineer,12
1997-12-18,Senior Engineer,18
1997-12-19,Staff,43
1997-12-19,Senior Staff,6
1997-12-19,Technique Leader,17
1997-12-19,Senior Engineer,20
1997-12-19,Engineer,40
1997-12-19,Assistant Engineer,4
1997-12-20,Technique Leader,6
1997-12-20,Staff,43
1997-12-20,Senior Staff,6
1997-12-20,Engineer,48
1997-12-20,Senior Engineer,15
1997-12-20,Assistant Engineer,12
1997-12-21,Senior Staff,12
1997-12-21,Senior Engineer,6
1997-12-21,Assistant Engineer,6
1997-12-21,Staff,81
1997-12-21,Engineer,41
1997-12-22,Senior Staff,10
1997-12-22,Staff,56
1997-12-22,Assistant Engineer,10
1997-12-22,Engineer,29
1997-12-22,Technique Leader,7
1997-12-22,Senior Engineer,8
1997-12-23,Senior Staff,10
1997-12-23,Technique Leader,4
1997-12-23,Assistant Engineer,4
1997-12-23,Staff,54
1997-12-23,Engineer,34
1997-12-23,Senior Engineer,20
1997-12-24,Senior Engineer,8
1997-12-24,Staff,44
1997-12-24,Technique Leader,10
1997-12-24,Assistant Engineer,16
1997-12-24,Senior Staff,22
1997-12-24,Engineer,16
1997-12-25,Staff,40
1997-12-25,Senior Staff,13
1997-12-25,Assistant Engineer,4
1997-12-25,Engineer,48
1997-12-25,Senior Engineer,10
1997-12-26,Engineer,40
1997-12-26,Technique Leader,4
1997-12-26,Senior Staff,10
1997-12-26,Assistant Engineer,4
1997-12-26,Staff,33
1997-12-26,Senior Engineer,16
1997-12-27,Senior Staff,6
1997-12-27,Engineer,45
1997-12-27,Senior Engineer,10
1997-12-27,Assistant Engineer,4
1997-12-27,Technique Leader,6
1997-12-27,Staff,35
1997-12-28,Assistant Engineer,6
1997-12-28,Engineer,35
1997-12-28,Staff,31
1997-12-28,Senior Engineer,8
1997-12-28,Technique Leader,4
1997-12-29,Staff,26
1997-12-29,Engineer,40
1997-12-29,Technique Leader,8
1997-12-29,Senior Engineer,6
1997-12-29,Assistant Engineer,4
1997-12-29,Senior Staff,8
1997-12-30,Staff,44
1997-12-30,Engineer,34
1997-12-30,Senior Staff,23
1997-12-30,Senior Engineer,10
1997-12-30,Technique Leader,4
1997-12-30,Assistant Engineer,4
1997-12-31,Assistant Engineer,6
1997-12-31,Senior Engineer,17
1997-12-31,Engineer,32
1997-12-31,Senior Staff,4
1997-12-31,Technique Leader,11
1997-12-31,Staff,43
1998-01-01,Technique Leader,4
1998-01-01,Senior Staff,12
1998-01-01,Staff,45
1998-01-01,Senior Engineer,16
1998-01-01,Assistant Engineer,12
1998-01-01,Engineer,45
1998-01-02,Staff,29
1998-01-02,Technique Leader,6
1998-01-02,Assistant Engineer,4
1998-01-02,Engineer,49
1998-01-02,Senior Staff,14
1998-01-02,Senior Engineer,13
1998-01-03,Senior Engineer,16
1998-01-03,Assistant Engineer,4
1998-01-03,Technique Leader,8
1998-01-03,Senior Staff,7
1998-01-03,Engineer,42
1998-01-03,Staff,30
1998-01-04,Assistant Engineer,10
1998-01-04,Engineer,42
1998-01-04,Staff,34
1998-01-04,Senior Engineer,9
1998-01-04,Technique Leader,6
1998-01-04,Senior Staff,8
1998-01-05,Senior Engineer,10
1998-01-05,Engineer,41
1998-01-05,Senior Staff,11
1998-01-05,Technique Leader,2
1998-01-05,Staff,37
1998-01-05,Assistant Engineer,17
1998-01-06,Engineer,38
1998-01-06,Technique Leader,6
1998-01-06,Senior Engineer,12
1998-01-06,Staff,38
1998-01-06,Senior Staff,8
1998-01-06,Assistant Engineer,6
1998-01-07,Staff,26
1998-01-07,Technique Leader,2
1998-01-07,Assistant Engineer,6
1998-01-07,Senior Engineer,12
1998-01-07,Engineer,29
1998-01-07,Senior Staff,15
1998-01-08,Engineer,42
1998-01-08,Technique Leader,4
1998-01-08,Senior Staff,14
1998-01-08,Senior Engineer,10
1998-01-08,Staff,28
1998-01-09,Technique Leader,2
1998-01-09,Senior Engineer,17
1998-01-09,Senior Staff,11
1998-01-09,Engineer,37
1998-01-09,Staff,39
1998-01-09,Assistant Engineer,10
1998-01-10,Assistant Engineer,6
1998-01-10,Technique Leader,7
1998-01-10,Senior Engineer,6
1998-01-10,Staff,25
1998-01-10,Senior Staff,7
1998-01-10,Engineer,57
1998-01-11,Senior Staff,12
1998-01-11,Assistant Engineer,8
1998-01-11,Staff,33
1998-01-11,Senior Engineer,17
1998-01-11,Technique Leader,4
1998-01-11,Engineer,42
1998-01-12,Staff,53
1998-01-12,Technique Leader,12
1998-01-12,Assistant Engineer,2
1998-01-12,Senior Engineer,6
1998-01-12,Senior Staff,17
1998-01-12,Engineer,45
1998-01-13,Senior Staff,12
1998-01-13,Senior Engineer,6
1998-01-13,Assistant Engineer,2
1998-01-13,Engineer,51
1998-01-13,Staff,49
1998-01-13,Technique Leader,4
1998-01-14,Senior Staff,11
